Instante,Pedidos Em Espera,Pedido Em Produção,Pedidos Prontos
11266,445,1,554
11267,445,1,554
11268,445,1,554
11269,445,1,554
11270,445,1,554
11271,445,1,554
11272,445,1,554
11273,445,0,555
11274,444,1,555
11275,444,1,555
11276,444,1,555
11277,444,1,555
11278,444,1,555
11279,444,1,555
11280,444,1,555
11281,444,1,555
11282,444,1,555
11283,444,1,555
11284,444,1,555
11285,444,1,555
11286,444,1,555
11287,444,1,555
11288,444,1,555
11289,444,1,555
11290,444,1,555
11291,444,1,555
11292,444,1,555
11293,444,0,556
11294,443,1,556
11295,443,1,556
11296,443,1,556
11297,443,1,556
11298,443,1,556
11299,443,1,556
11300,443,1,556
11301,443,1,556
11302,443,1,556
11303,443,1,556
11304,443,1,556
11305,443,1,556
11306,443,1,556
11307,443,1,556
11308,443,1,556
11309,443,1,556
11310,443,1,556
11311,443,1,556
11312,443,1,556
11313,443,1,556
11314,443,1,556
11315,443,1,556
11316,443,1,556
11317,443,1,556
11318,443,1,556
11319,443,1,556
11320,443,0,557
11321,442,1,557
11322,442,1,557
11323,442,1,557
11324,442,1,557
11325,442,1,557
11326,442,1,557
11327,442,1,557
11328,442,1,557
11329,442,1,557
11330,442,1,557
11331,442,1,557
11332,442,1,557
11333,442,1,557
11334,442,1,557
11335,442,1,557
11336,442,1,557
11337,442,1,557
11338,442,1,557
11339,442,1,557
11340,442,0,558
11341,441,1,558
11342,441,1,558
11343,441,1,558
11344,441,1,558
11345,441,1,558
11346,441,1,558
11347,441,1,558
11348,441,1,558
11349,441,1,558
11350,441,1,558
11351,441,1,558
11352,441,1,558
11353,441,1,558
11354,441,1,558
11355,441,1,558
11356,441,1,558
11357,441,0,559
11358,440,1,559
11359,440,1,559
11360,440,1,559
11361,440,1,559
11362,440,1,559
11363,440,1,559
11364,440,1,559
11365,440,1,559
11366,440,1,559
11367,440,0,560
11368,439,1,560
11369,439,1,560
11370,439,1,560
11371,439,1,560
11372,439,1,560
11373,439,1,560
11374,439,1,560
11375,439,1,560
11376,439,1,560
11377,439,1,560
11378,439,1,560
11379,439,1,560
11380,439,1,560
11381,439,1,560
11382,439,1,560
11383,439,1,560
11384,439,1,560
11385,439,1,560
11386,439,1,560
11387,439,1,560
11388,439,1,560
11389,439,1,560
11390,439,1,560
11391,439,1,560
11392,439,1,560
11393,439,1,560
11394,439,1,560
11395,439,1,560
11396,439,1,560
11397,439,0,561
11398,438,1,561
11399,438,1,561
11400,438,1,561
11401,438,1,561
11402,438,1,561
11403,438,1,561
11404,438,1,561
11405,438,1,561
11406,438,1,561
11407,438,1,561
11408,438,1,561
11409,438,1,561
11410,438,1,561
11411,438,1,561
11412,438,1,561
11413,438,1,561
11414,438,1,561
11415,438,1,561
11416,438,1,561
11417,438,1,561
11418,438,1,561
11419,438,1,561
11420,438,0,562
11421,437,1,562
11422,437,1,562
11423,437,1,562
11424,437,1,562
11425,437,1,562
11426,437,1,562
11427,437,1,562
11428,437,1,562
11429,437,1,562
11430,437,1,562
11431,437,1,562
11432,437,1,562
11433,437,1,562
11434,437,1,562
11435,437,1,562
11436,437,1,562
11437,437,1,562
11438,437,1,562
11439,437,1,562
11440,437,1,562
11441,437,1,562
11442,437,1,562
11443,437,1,562
11444,437,1,562
11445,437,0,563
11446,436,1,563
11447,436,1,563
11448,436,1,563
11449,436,1,563
11450,436,1,563
11451,436,1,563
11452,436,1,563
11453,436,1,563
11454,436,1,563
11455,436,1,563
11456,436,0,564
11457,435,1,564
11458,435,1,564
11459,435,1,564
11460,435,1,564
11461,435,1,564
11462,435,1,564
11463,435,1,564
11464,435,1,564
11465,435,1,564
11466,435,1,564
11467,435,1,564
11468,435,1,564
11469,435,1,564
11470,435,1,564
11471,435,1,564
11472,435,1,564
11473,435,1,564
11474,435,1,564
11475,435,1,564
11476,435,1,564
11477,435,1,564
11478,435,1,564
11479,435,1,564
11480,435,1,564
11481,435,1,564
11482,435,0,565
11483,434,1,565
11484,434,1,565
11485,434,1,565
11486,434,1,565
11487,434,1,565
11488,434,1,565
11489,434,1,565
11490,434,1,565
11491,434,1,565
11492,434,1,565
11493,434,0,566
11494,433,1,566
11495,433,1,566
11496,433,1,566
11497,433,1,566
11498,433,1,566
11499,433,1,566
11500,433,1,566
11501,433,1,566
11502,433,1,566
11503,433,1,566
11504,433,1,566
11505,433,1,566
11506,433,1,566
11507,433,1,566
11508,433,1,566
11509,433,1,566
11510,433,1,566
11511,433,1,566
11512,433,1,566
11513,433,1,566
11514,433,0,567
11515,432,1,567
11516,432,1,567
11517,432,1,567
11518,432,1,567
11519,432,1,567
11520,432,1,567
11521,432,1,567
11522,432,1,567
11523,432,1,567
11524,432,1,567
11525,432,1,567
11526,432,1,567
11527,432,1,567
11528,432,0,568
11529,431,1,568
11530,431,1,568
11531,431,1,568
11532,431,1,568
11533,431,1,568
11534,431,1,568
11535,431,1,568
11536,431,1,568
11537,431,1,568
11538,431,1,568
11539,431,1,568
11540,431,1,568
11541,431,1,568
11542,431,0,569
11543,430,1,569
11544,430,1,569
11545,430,1,569
11546,430,1,569
11547,430,1,569
11548,430,1,569
11549,430,1,569
11550,430,1,569
11551,430,1,569
11552,430,1,569
11553,430,1,569
11554,430,1,569
11555,430,1,569
11556,430,1,569
11557,430,1,569
11558,430,0,570
11559,429,1,570
11560,429,1,570
11561,429,1,570
11562,429,1,570
11563,429,1,570
11564,429,1,570
11565,429,1,570
11566,429,1,570
11567,429,1,570
11568,429,1,570
11569,429,1,570
11570,429,1,570
11571,429,1,570
11572,429,1,570
11573,429,1,570
11574,429,1,570
11575,429,1,570
11576,429,1,570
11577,429,0,571
11578,428,1,571
11579,428,1,571
11580,428,1,571
11581,428,1,571
11582,428,1,571
11583,428,1,571
11584,428,1,571
11585,428,1,571
11586,428,1,571
11587,428,0,572
11588,427,1,572
11589,427,1,572
11590,427,1,572
11591,427,1,572
11592,427,1,572
11593,427,1,572
11594,427,1,572
11595,427,1,572
11596,427,1,572
11597,427,1,572
11598,427,1,572
11599,427,1,572
11600,427,1,572
11601,427,1,572
11602,427,1,572
11603,427,1,572
11604,427,1,572
11605,427,0,573
11606,426,1,573
11607,426,1,573
11608,426,1,573
11609,426,1,573
11610,426,1,573
11611,426,1,573
11612,426,1,573
11613,426,1,573
11614,426,1,573
11615,426,1,573
11616,426,1,573
11617,426,1,573
11618,426,1,573
11619,426,1,573
11620,426,1,573
11621,426,1,573
11622,426,1,573
11623,426,1,573
11624,426,0,574
11625,425,1,574
11626,425,1,574
11627,425,1,574
11628,425,1,574
11629,425,1,574
11630,425,1,574
11631,425,1,574
11632,425,1,574
11633,425,1,574
11634,425,0,575
11635,424,1,575
11636,424,1,575
11637,424,1,575
11638,424,1,575
11639,424,1,575
11640,424,1,575
11641,424,1,575
11642,424,1,575
11643,424,1,575
11644,424,1,575
11645,424,1,575
11646,424,1,575
11647,424,1,575
11648,424,1,575
11649,424,1,575
11650,424,1,575
11651,424,1,575
11652,424,1,575
11653,424,1,575
11654,424,0,576
11655,423,1,576
11656,423,1,576
11657,423,1,576
11658,423,1,576
11659,423,1,576
11660,423,1,576
11661,423,1,576
11662,423,1,576
11663,423,1,576
11664,423,1,576
11665,423,1,576
11666,423,1,576
11667,423,1,576
11668,423,1,576
11669,423,1,576
11670,423,1,576
11671,423,1,576
11672,423,1,576
11673,423,1,576
11674,423,0,577
11675,422,1,577
11676,422,1,577
11677,422,1,577
11678,422,1,577
11679,422,1,577
11680,422,1,577
11681,422,1,577
11682,422,1,577
11683,422,1,577
11684,422,1,577
11685,422,1,577
11686,422,1,577
11687,422,0,578
11688,421,1,578
11689,421,1,578
11690,421,1,578
11691,421,1,578
11692,421,1,578
11693,421,1,578
11694,421,1,578
11695,421,1,578
11696,421,1,578
11697,421,1,578
11698,421,0,579
11699,420,1,579
11700,420,1,579
11701,420,1,579
11702,420,1,579
11703,420,1,579
11704,420,1,579
11705,420,1,579
11706,420,1,579
11707,420,1,579
11708,420,1,579
11709,420,1,579
11710,420,1,579
11711,420,1,579
11712,420,1,579
11713,420,1,579
11714,420,1,579
11715,420,1,579
11716,420,1,579
11717,420,1,579
11718,420,1,579
11719,420,1,579
11720,420,1,579
11721,420,1,579
11722,420,1,579
11723,420,1,579
11724,420,0,580
11725,419,1,580
11726,419,1,580
11727,419,1,580
11728,419,1,580
11729,419,1,580
11730,419,1,580
11731,419,1,580
11732,419,1,580
11733,419,1,580
11734,419,1,580
11735,419,1,580
11736,419,1,580
11737,419,1,580
11738,419,1,580
11739,419,1,580
11740,419,1,580
11741,419,1,580
11742,419,1,580
11743,419,1,580
11744,419,1,580
11745,419,1,580
11746,419,1,580
11747,419,0,581
11748,418,1,581
11749,418,1,581
11750,418,1,581
11751,418,1,581
11752,418,1,581
11753,418,1,581
11754,418,1,581
11755,418,1,581
11756,418,1,581
11757,418,1,581
11758,418,1,581
11759,418,1,581
11760,418,1,581
11761,418,1,581
11762,418,1,581
11763,418,1,581
11764,418,1,581
11765,418,1,581
11766,418,1,581
11767,418,1,581
11768,418,1,581
11769,418,1,581
11770,418,1,581
11771,418,1,581
11772,418,1,581
11773,418,0,582
11774,417,1,582
11775,417,1,582
11776,417,1,582
11777,417,1,582
11778,417,1,582
11779,417,1,582
11780,417,1,582
11781,417,1,582
11782,417,1,582
11783,417,1,582
11784,417,1,582
11785,417,1,582
11786,417,1,582
11787,417,1,582
11788,417,1,582
11789,417,0,583
11790,416,1,583
11791,416,1,583
11792,416,1,583
11793,416,1,583
11794,416,1,583
11795,416,1,583
11796,416,1,583
11797,416,1,583
11798,416,1,583
11799,416,1,583
11800,416,1,583
11801,416,1,583
11802,416,1,583
11803,416,1,583
11804,416,1,583
11805,416,1,583
11806,416,1,583
11807,416,1,583
11808,416,1,583
11809,416,1,583
11810,416,1,583
11811,416,1,583
11812,416,1,583
11813,416,1,583
11814,416,1,583
11815,416,1,583
11816,416,1,583
11817,416,0,584
11818,415,1,584
11819,415,1,584
11820,415,1,584
11821,415,1,584
11822,415,1,584
11823,415,1,584
11824,415,1,584
11825,415,1,584
11826,415,1,584
11827,415,1,584
11828,415,1,584
11829,415,1,584
11830,415,1,584
11831,415,1,584
11832,415,1,584
11833,415,1,584
11834,415,1,584
11835,415,0,585
11836,414,1,585
11837,414,1,585
11838,414,1,585
11839,414,1,585
11840,414,1,585
11841,414,1,585
11842,414,1,585
11843,414,1,585
11844,414,1,585
11845,414,1,585
11846,414,1,585
11847,414,1,585
11848,414,1,585
11849,414,1,585
11850,414,1,585
11851,414,1,585
11852,414,1,585
11853,414,1,585
11854,414,1,585
11855,414,1,585
11856,414,1,585
11857,414,1,585
11858,414,1,585
11859,414,1,585
11860,414,1,585
11861,414,1,585
11862,414,1,585
11863,414,1,585
11864,414,1,585
11865,414,0,586
11866,413,1,586
11867,413,1,586
11868,413,1,586
11869,413,1,586
11870,413,1,586
11871,413,1,586
11872,413,1,586
11873,413,1,586
11874,413,1,586
11875,413,1,586
11876,413,1,586
11877,413,1,586
11878,413,1,586
11879,413,1,586
11880,413,1,586
11881,413,1,586
11882,413,1,586
11883,413,1,586
11884,413,1,586
11885,413,0,587
11886,412,1,587
11887,412,1,587
11888,412,1,587
11889,412,1,587
11890,412,1,587
11891,412,1,587
11892,412,1,587
11893,412,1,587
11894,412,1,587
11895,412,1,587
11896,412,1,587
11897,412,1,587
11898,412,1,587
11899,412,1,587
11900,412,1,587
11901,412,1,587
11902,412,1,587
11903,412,0,588
11904,411,1,588
11905,411,1,588
11906,411,1,588
11907,411,1,588
11908,411,1,588
11909,411,1,588
11910,411,1,588
11911,411,1,588
11912,411,1,588
11913,411,1,588
11914,411,0,589
11915,410,1,589
11916,410,1,589
11917,410,1,589
11918,410,1,589
11919,410,1,589
11920,410,1,589
11921,410,1,589
11922,410,1,589
11923,410,1,589
11924,410,1,589
11925,410,1,589
11926,410,1,589
11927,410,1,589
11928,410,1,589
11929,410,1,589
11930,410,1,589
11931,410,1,589
11932,410,1,589
11933,410,1,589
11934,410,1,589
11935,410,1,589
11936,410,1,589
11937,410,1,589
11938,410,1,589
11939,410,1,589
11940,410,1,589
11941,410,1,589
11942,410,1,589
11943,410,1,589
11944,410,0,590
11945,409,1,590
11946,409,1,590
11947,409,1,590
11948,409,1,590
11949,409,1,590
11950,409,1,590
11951,409,1,590
11952,409,1,590
11953,409,1,590
11954,409,1,590
11955,409,1,590
11956,409,1,590
11957,409,1,590
11958,409,1,590
11959,409,1,590
11960,409,1,590
11961,409,1,590
11962,409,1,590
11963,409,1,590
11964,409,1,590
11965,409,1,590
11966,409,1,590
11967,409,1,590
11968,409,0,591
11969,408,1,591
11970,408,1,591
11971,408,1,591
11972,408,1,591
11973,408,1,591
11974,408,1,591
11975,408,1,591
11976,408,1,591
11977,408,1,591
11978,408,1,591
11979,408,1,591
11980,408,1,591
11981,408,0,592
11982,407,1,592
11983,407,1,592
11984,407,1,592
11985,407,1,592
11986,407,1,592
11987,407,1,592
11988,407,1,592
11989,407,1,592
11990,407,1,592
11991,407,1,592
11992,407,1,592
11993,407,1,592
11994,407,1,592
11995,407,1,592
11996,407,1,592
11997,407,1,592
11998,407,0,593
11999,406,1,593
12000,406,1,593
12001,406,1,593
12002,406,1,593
12003,406,1,593
12004,406,1,593
12005,406,1,593
12006,406,1,593
12007,406,1,593
12008,406,1,593
12009,406,1,593
12010,406,1,593
12011,406,1,593
12012,406,1,593
12013,406,1,593
12014,406,1,593
12015,406,1,593
12016,406,1,593
12017,406,1,593
12018,406,1,593
12019,406,1,593
12020,406,1,593
12021,406,1,593
12022,406,0,594
12023,405,1,594
12024,405,1,594
12025,405,1,594
12026,405,1,594
12027,405,1,594
12028,405,1,594
12029,405,1,594
12030,405,1,594
12031,405,1,594
12032,405,1,594
12033,405,1,594
12034,405,1,594
12035,405,1,594
12036,405,1,594
12037,405,1,594
12038,405,1,594
12039,405,1,594
12040,405,1,594
12041,405,1,594
12042,405,1,594
12043,405,1,594
12044,405,1,594
12045,405,1,594
12046,405,1,594
12047,405,0,595
12048,404,1,595
12049,404,1,595
12050,404,1,595
12051,404,1,595
12052,404,1,595
12053,404,1,595
12054,404,1,595
12055,404,1,595
12056,404,1,595
12057,404,1,595
12058,404,1,595
12059,404,0,596
12060,403,1,596
12061,403,1,596
12062,403,1,596
12063,403,1,596
12064,403,1,596
12065,403,1,596
12066,403,1,596
12067,403,1,596
12068,403,1,596
12069,403,1,596
12070,403,1,596
12071,403,1,596
12072,403,1,596
12073,403,1,596
12074,403,0,597
12075,402,1,597
12076,402,1,597
12077,402,1,597
12078,402,1,597
12079,402,1,597
12080,402,1,597
12081,402,1,597
12082,402,1,597
12083,402,1,597
12084,402,1,597
12085,402,1,597
12086,402,1,597
12087,402,1,597
12088,402,1,597
12089,402,1,597
12090,402,1,597
12091,402,1,597
12092,402,1,597
12093,402,1,597
12094,402,1,597
12095,402,1,597
12096,402,1,597
12097,402,1,597
12098,402,1,597
12099,402,1,597
12100,402,1,597
12101,402,1,597
12102,402,1,597
12103,402,1,597
12104,402,0,598
12105,401,1,598
12106,401,1,598
12107,401,1,598
12108,401,1,598
12109,401,1,598
12110,401,1,598
12111,401,1,598
12112,401,1,598
12113,401,1,598
12114,401,1,598
12115,401,1,598
12116,401,1,598
12117,401,1,598
12118,401,1,598
12119,401,0,599
12120,400,1,599
12121,400,1,599
12122,400,1,599
12123,400,1,599
12124,400,1,599
12125,400,1,599
12126,400,1,599
12127,400,1,599
12128,400,1,599
12129,400,1,599
12130,400,1,599
12131,400,1,599
12132,400,1,599
12133,400,1,599
12134,400,1,599
12135,400,1,599
12136,400,1,599
12137,400,1,599
12138,400,1,599
12139,400,1,599
12140,400,1,599
12141,400,1,599
12142,400,1,599
12143,400,1,599
12144,400,1,599
12145,400,1,599
12146,400,0,600
12147,399,1,600
12148,399,1,600
12149,399,1,600
12150,399,1,600
12151,399,1,600
12152,399,1,600
12153,399,1,600
12154,399,1,600
12155,399,1,600
12156,399,1,600
12157,399,1,600
12158,399,1,600
12159,399,1,600
12160,399,1,600
12161,399,1,600
12162,399,1,600
12163,399,1,600
12164,399,1,600
12165,399,1,600
12166,399,1,600
12167,399,1,600
12168,399,1,600
12169,399,1,600
12170,399,1,600
12171,399,1,600
12172,399,1,600
12173,399,1,600
12174,399,1,600
12175,399,1,600
12176,399,0,601
12177,398,1,601
12178,398,1,601
12179,398,1,601
12180,398,1,601
12181,398,1,601
12182,398,1,601
12183,398,1,601
12184,398,1,601
12185,398,1,601
12186,398,1,601
12187,398,1,601
12188,398,0,602
12189,397,1,602
12190,397,1,602
12191,397,1,602
12192,397,1,602
12193,397,1,602
12194,397,1,602
12195,397,1,602
12196,397,1,602
12197,397,1,602
12198,397,1,602
12199,397,1,602
12200,397,1,602
12201,397,1,602
12202,397,1,602
12203,397,1,602
12204,397,1,602
12205,397,1,602
12206,397,1,602
12207,397,1,602
12208,397,1,602
12209,397,1,602
12210,397,1,602
12211,397,1,602
12212,397,0,603
12213,396,1,603
12214,396,1,603
12215,396,1,603
12216,396,1,603
12217,396,1,603
12218,396,1,603
12219,396,1,603
12220,396,1,603
12221,396,1,603
12222,396,0,604
12223,395,1,604
12224,395,1,604
12225,395,1,604
12226,395,1,604
12227,395,1,604
12228,395,1,604
12229,395,1,604
12230,395,1,604
12231,395,1,604
12232,395,1,604
12233,395,1,604
12234,395,1,604
12235,395,1,604
12236,395,1,604
12237,395,1,604
12238,395,1,604
12239,395,1,604
12240,395,1,604
12241,395,1,604
12242,395,1,604
12243,395,1,604
12244,395,0,605
12245,394,1,605
12246,394,1,605
12247,394,1,605
12248,394,1,605
12249,394,1,605
12250,394,1,605
12251,394,1,605
12252,394,1,605
12253,394,1,605
12254,394,1,605
12255,394,1,605
12256,394,1,605
12257,394,1,605
12258,394,1,605
12259,394,1,605
12260,394,1,605
12261,394,1,605
12262,394,1,605
12263,394,0,606
12264,393,1,606
12265,393,1,606
12266,393,1,606
12267,393,1,606
12268,393,1,606
12269,393,1,606
12270,393,1,606
12271,393,1,606
12272,393,1,606
12273,393,1,606
12274,393,1,606
12275,393,1,606
12276,393,1,606
12277,393,1,606
12278,393,1,606
12279,393,1,606
12280,393,1,606
12281,393,1,606
12282,393,1,606
12283,393,1,606
12284,393,1,606
12285,393,1,606
12286,393,1,606
12287,393,1,606
12288,393,1,606
12289,393,1,606
12290,393,0,607
12291,392,1,607
12292,392,1,607
12293,392,1,607
12294,392,1,607
12295,392,1,607
12296,392,1,607
12297,392,1,607
12298,392,1,607
12299,392,1,607
12300,392,1,607
12301,392,1,607
12302,392,1,607
12303,392,1,607
12304,392,1,607
12305,392,1,607
12306,392,1,607
12307,392,1,607
12308,392,0,608
12309,391,1,608
12310,391,1,608
12311,391,1,608
12312,391,1,608
12313,391,1,608
12314,391,1,608
12315,391,1,608
12316,391,1,608
12317,391,1,608
12318,391,1,608
12319,391,1,608
12320,391,1,608
12321,391,1,608
12322,391,1,608
12323,391,1,608
12324,391,1,608
12325,391,1,608
12326,391,1,608
12327,391,1,608
12328,391,1,608
12329,391,1,608
12330,391,1,608
12331,391,1,608
12332,391,1,608
12333,391,1,608
12334,391,1,608
12335,391,1,608
12336,391,1,608
12337,391,0,609
12338,390,1,609
12339,390,1,609
12340,390,1,609
12341,390,1,609
12342,390,1,609
12343,390,1,609
12344,390,1,609
12345,390,1,609
12346,390,1,609
12347,390,1,609
12348,390,1,609
12349,390,1,609
12350,390,1,609
12351,390,1,609
12352,390,1,609
12353,390,1,609
12354,390,1,609
12355,390,1,609
12356,390,1,609
12357,390,1,609
12358,390,0,610
12359,389,1,610
12360,389,1,610
12361,389,1,610
12362,389,1,610
12363,389,1,610
12364,389,1,610
12365,389,1,610
12366,389,1,610
12367,389,1,610
12368,389,1,610
12369,389,1,610
12370,389,0,611
12371,388,1,611
12372,388,1,611
12373,388,1,611
12374,388,1,611
12375,388,1,611
12376,388,1,611
12377,388,1,611
12378,388,1,611
12379,388,1,611
12380,388,1,611
12381,388,1,611
12382,388,1,611
12383,388,1,611
12384,388,1,611
12385,388,1,611
12386,388,1,611
12387,388,1,611
12388,388,1,611
12389,388,1,611
12390,388,1,611
12391,388,1,611
12392,388,1,611
12393,388,1,611
12394,388,1,611
12395,388,1,611
12396,388,1,611
12397,388,0,612
12398,387,1,612
12399,387,1,612
12400,387,1,612
12401,387,1,612
12402,387,1,612
12403,387,1,612
12404,387,1,612
12405,387,1,612
12406,387,1,612
12407,387,1,612
12408,387,1,612
12409,387,1,612
12410,387,1,612
12411,387,0,613
12412,386,1,613
12413,386,1,613
12414,386,1,613
12415,386,1,613
12416,386,1,613
12417,386,1,613
12418,386,1,613
12419,386,1,613
12420,386,1,613
12421,386,1,613
12422,386,1,613
12423,386,1,613
12424,386,1,613
12425,386,0,614
12426,385,1,614
12427,385,1,614
12428,385,1,614
12429,385,1,614
12430,385,1,614
12431,385,1,614
12432,385,1,614
12433,385,1,614
12434,385,1,614
12435,385,1,614
12436,385,1,614
12437,385,0,615
12438,384,1,615
12439,384,1,615
12440,384,1,615
12441,384,1,615
12442,384,1,615
12443,384,1,615
12444,384,1,615
12445,384,1,615
12446,384,1,615
12447,384,1,615
12448,384,1,615
12449,384,1,615
12450,384,1,615
12451,384,1,615
12452,384,1,615
12453,384,1,615
12454,384,1,615
12455,384,1,615
12456,384,1,615
12457,384,1,615
12458,384,1,615
12459,384,1,615
12460,384,1,615
12461,384,1,615
12462,384,1,615
12463,384,1,615
12464,384,1,615
12465,384,1,615
12466,384,0,616
12467,383,1,616
12468,383,1,616
12469,383,1,616
12470,383,1,616
12471,383,1,616
12472,383,1,616
12473,383,1,616
12474,383,1,616
12475,383,1,616
12476,383,1,616
12477,383,1,616
12478,383,1,616
12479,383,1,616
12480,383,1,616
12481,383,1,616
12482,383,1,616
12483,383,1,616
12484,383,1,616
12485,383,1,616
12486,383,1,616
12487,383,1,616
12488,383,1,616
12489,383,1,616
12490,383,1,616
12491,383,1,616
12492,383,1,616
12493,383,1,616
12494,383,1,616
12495,383,0,617
12496,382,1,617
12497,382,1,617
12498,382,1,617
12499,382,1,617
12500,382,1,617
12501,382,1,617
12502,382,1,617
12503,382,1,617
12504,382,1,617
12505,382,1,617
12506,382,1,617
12507,382,1,617
12508,382,1,617
12509,382,1,617
12510,382,1,617
12511,382,1,617
12512,382,1,617
12513,382,1,617
12514,382,1,617
12515,382,1,617
12516,382,1,617
12517,382,1,617
12518,382,0,618
12519,381,1,618
12520,381,1,618
12521,381,1,618
12522,381,1,618
12523,381,1,618
12524,381,1,618
12525,381,1,618
12526,381,1,618
12527,381,1,618
12528,381,1,618
12529,381,1,618
12530,381,1,618
12531,381,1,618
12532,381,0,619
12533,380,1,619
12534,380,1,619
12535,380,1,619
12536,380,1,619
12537,380,1,619
12538,380,1,619
12539,380,1,619
12540,380,1,619
12541,380,1,619
12542,380,1,619
12543,380,1,619
12544,380,1,619
12545,380,1,619
12546,380,1,619
12547,380,1,619
12548,380,1,619
12549,380,1,619
12550,380,1,619
12551,380,1,619
12552,380,1,619
12553,380,1,619
12554,380,1,619
12555,380,1,619
12556,380,1,619
12557,380,1,619
12558,380,1,619
12559,380,1,619
12560,380,0,620
12561,379,1,620
12562,379,1,620
12563,379,1,620
12564,379,1,620
12565,379,1,620
12566,379,1,620
12567,379,1,620
12568,379,1,620
12569,379,1,620
12570,379,1,620
12571,379,1,620
12572,379,1,620
12573,379,1,620
12574,379,1,620
12575,379,1,620
12576,379,1,620
12577,379,1,620
12578,379,1,620
12579,379,1,620
12580,379,1,620
12581,379,1,620
12582,379,0,621
12583,378,1,621
12584,378,1,621
12585,378,1,621
12586,378,1,621
12587,378,1,621
12588,378,1,621
12589,378,1,621
12590,378,1,621
12591,378,1,621
12592,378,1,621
12593,378,0,622
12594,377,1,622
12595,377,1,622
12596,377,1,622
12597,377,1,622
12598,377,1,622
12599,377,1,622
12600,377,1,622
12601,377,1,622
12602,377,1,622
12603,377,1,622
12604,377,1,622
12605,377,1,622
12606,377,1,622
12607,377,1,622
12608,377,1,622
12609,377,1,622
12610,377,1,622
12611,377,1,622
12612,377,1,622
12613,377,1,622
12614,377,1,622
12615,377,1,622
12616,377,1,622
12617,377,1,622
12618,377,1,622
12619,377,1,622
12620,377,1,622
12621,377,0,623
12622,376,1,623
12623,376,1,623
12624,376,1,623
12625,376,1,623
12626,376,1,623
12627,376,1,623
12628,376,1,623
12629,376,1,623
12630,376,1,623
12631,376,1,623
12632,376,1,623
12633,376,1,623
12634,376,1,623
12635,376,1,623
12636,376,1,623
12637,376,1,623
12638,376,1,623
12639,376,1,623
12640,376,1,623
12641,376,1,623
12642,376,1,623
12643,376,1,623
12644,376,1,623
12645,376,1,623
12646,376,1,623
12647,376,0,624
12648,375,1,624
12649,375,1,624
12650,375,1,624
12651,375,1,624
12652,375,1,624
12653,375,1,624
12654,375,1,624
12655,375,1,624
12656,375,1,624
12657,375,1,624
12658,375,1,624
12659,375,1,624
12660,375,1,624
12661,375,1,624
12662,375,1,624
12663,375,1,624
12664,375,1,624
12665,375,1,624
12666,375,1,624
12667,375,1,624
12668,375,0,625
12669,374,1,625
12670,374,1,625
12671,374,1,625
12672,374,1,625
12673,374,1,625
12674,374,1,625
12675,374,1,625
12676,374,1,625
12677,374,1,625
12678,374,1,625
12679,374,1,625
12680,374,1,625
12681,374,0,626
12682,373,1,626
12683,373,1,626
12684,373,1,626
12685,373,1,626
12686,373,1,626
12687,373,1,626
12688,373,1,626
12689,373,1,626
12690,373,1,626
12691,373,1,626
12692,373,1,626
12693,373,1,626
12694,373,1,626
12695,373,1,626
12696,373,1,626
12697,373,1,626
12698,373,1,626
12699,373,1,626
12700,373,1,626
12701,373,1,626
12702,373,1,626
12703,373,1,626
12704,373,1,626
12705,373,1,626
12706,373,0,627
12707,372,1,627
12708,372,1,627
12709,372,1,627
12710,372,1,627
12711,372,1,627
12712,372,1,627
12713,372,1,627
12714,372,1,627
12715,372,1,627
12716,372,1,627
12717,372,1,627
12718,372,1,627
12719,372,1,627
12720,372,0,628
12721,371,1,628
12722,371,1,628
12723,371,1,628
12724,371,1,628
12725,371,1,628
12726,371,1,628
12727,371,1,628
12728,371,1,628
12729,371,1,628
12730,371,1,628
12731,371,1,628
12732,371,1,628
12733,371,1,628
12734,371,1,628
12735,371,1,628
12736,371,1,628
12737,371,1,628
12738,371,1,628
12739,371,1,628
12740,371,1,628
12741,371,1,628
12742,371,1,628
12743,371,1,628
12744,371,1,628
12745,371,0,629
12746,370,1,629
12747,370,1,629
12748,370,1,629
12749,370,1,629
12750,370,1,629
12751,370,1,629
12752,370,1,629
12753,370,1,629
12754,370,1,629
12755,370,1,629
12756,370,1,629
12757,370,1,629
12758,370,1,629
12759,370,1,629
12760,370,1,629
12761,370,1,629
12762,370,1,629
12763,370,1,629
12764,370,1,629
12765,370,1,629
12766,370,1,629
12767,370,1,629
12768,370,1,629
12769,370,1,629
12770,370,1,629
12771,370,1,629
12772,370,1,629
12773,370,1,629
12774,370,1,629
12775,370,0,630
12776,369,1,630
12777,369,1,630
12778,369,1,630
12779,369,1,630
12780,369,1,630
12781,369,1,630
12782,369,1,630
12783,369,1,630
12784,369,1,630
12785,369,1,630
12786,369,1,630
12787,369,1,630
12788,369,1,630
12789,369,1,630
12790,369,1,630
12791,369,1,630
12792,369,1,630
12793,369,1,630
12794,369,1,630
12795,369,1,630
12796,369,1,630
12797,369,1,630
12798,369,1,630
12799,369,1,630
12800,369,1,630
12801,369,1,630
12802,369,1,630
12803,369,1,630
12804,369,1,630
12805,369,0,631
12806,368,1,631
12807,368,1,631
12808,368,1,631
12809,368,1,631
12810,368,1,631
12811,368,1,631
12812,368,1,631
12813,368,1,631
12814,368,1,631
12815,368,1,631
12816,368,1,631
